,Comment,Website,Sentiment,Company
417,@reliancejio @KKRiders I have facing the internet issue on jio air fiber from yesterday and was tried to call in customer care and they are generated  service visit request on yesterday and till now they reschedule it 5 times but still not visited the technician to my place. @reliancejio,twitter,-1.0,Jio
418,"@reliancejio @KKRiders I am a Jio Retailer from Pandua, Hooghly, West Bengal 712147. My Pandua Jio distributor is stopping autorefill for a whole month from 7th of every month even after activation for almost two and a half years we are in a lot of trouble every customer returns and can't recharge.",twitter,-1.0,Jio
419,"@reliancejio @KKRiders Disappointed with your service, its been a month since I requested for a new connection for Air Fiber, even after making all the payments, there seems to be no service from your end, customer care is unreachable, and jio representatives seems to be not interested.",twitter,-1.0,Jio
420,@reliancejio @KKRiders #BanJioFibre #JioFiberFail #PoorService,twitter,-1.0,Jio
421,@reliancejio @KKRiders World worst internet connection,twitter,-1.0,Jio
422,@reliancejio @KKRiders Fraud company fraud owner salo ko bas paisa khana or service ke name pe kch nhi hai. Month mai 20 din to jio fiber ka outage rheta hai or 10 din bhi mishkil se wifi chalta hai or Sala isko paisey pure chahye bhikhari Sala boycott jio hatao ise,twitter,-1.0,Jio
423,"@reliancejio @KKRiders @JioCare @reliancejio first fix my internet issue it's not working since 10 days, @JIOAIRFIBERIN is scam.",twitter,-1.0,Jio
424,"@reliancejio @KKRiders Kindly Refund My 1000 Rs,,Order Is Hold 20days,, Please Cancel And Refund",twitter,-1.0,Jio
425,"@reliancejio @KKRiders #Day62 Dear @JioCare It's been 62 Days today, Cause you are unable to serve in my area I had cancel JIOAIRFIBER. Still I don't get my refund back. @DoT_India please help @TRAI @jagograhakjago Need your HELP. it's my hard earned money @BandBajaateRaho plz help #jioAirFiberScam",twitter,-1.0,Jio
426,@reliancejio @KKRiders No engineer visited me and the complaint raised was closed. The problem still exist. Your engineer is fooling you. https://t.co/r4M4Q1FnbL,twitter,-1.0,Jio
427,"@reliancejio @KKRiders @RIL_Updates @JioCare @reliancejio I booked jio air fibre 2 month ago, my order LR No. LR000008FV0X. No update for more than 2 month. Please provide a connection or return my deposit amount. #jioairfibrescam",twitter,-1.0,Jio
428,@reliancejio @KKRiders Please don't use https://t.co/TRMWD2Xdvo person are all culprits.They have my money for the past 7 months they didn't provide any services.Still I haven't get my refund my humble request to all public please jio from your wish list.They are not supported to me get refund https://t.co/0UbZ1UzgeZ,twitter,-1.0,Jio
429,"@reliancejio @KKRiders @reliancejio इतनी बड़ी कंपनी हैं लेकिन काम इसका   किसी लायक़ नहीं हैं 1000 रुपया जमा करवा लिया 2 अगस्त को और अब तक पता नहीं air fibre का,आज 14 अगस्त हो गया,13 दिन हो गया कोई जानकारी नहीं दी गई,भाई या तो पैसा वापस कर दो या कनेक्शन कर दो,1/2 #jiofiber Sucks https://t.co/YcHYe1LebQ",twitter,-1.0,Jio
430,@reliancejio @KKRiders What's wrong with your wrost company what your doing with my money 🤬🤬🤬 https://t.co/T6Qz1bKWCL,twitter,-1.0,Jio
431,"@reliancejio @KKRiders Its shocking dat time of engineer visit is 24 hrs after registering d complaint. SR number SR0000210BL2 scheduled an appointment with a Jio service engineer at your premises on 13-Aug-2024 between 10:00:00 - 11:00:00. 
Shamefull &amp; Pathetic service of RIL Jio.",twitter,-1.0,Jio
432,"@reliancejio @KKRiders Jio su*ks, pathetic service by jio, complain many times but no resolution till now, internet speed is way too disastrous, thinking about port to another operator ...
No 4g and 5g coverage",twitter,-1.0,Jio
433,"@reliancejio @KKRiders You guys scam people!!!

https://t.co/K7oNVDe715",twitter,-1.0,Jio
434,"@pravinisthebest Hi Pravin, we never intend to let you down.  Due to system restrictions, I am not able to reschedule your appointment as of now.

We are sending you an SMS with steps to reschedule the appointment from MyJio App and also track the same. We request you to try rescheduling (1/2)",twitter,-1.0,Jio
435,@JioCare This message I am getting from last days but no resolution yet,twitter,-1.0,Jio
436,"@bhadana_ki27449 Hi Kishor, that’s not the experience we aim for.​ Please DM us your JioFiber I'd or the registered mobile number to assist you further - Priyalaxmi
 https://t.co/3LgXqjD03v",twitter,-1.0,Jio
437,@JioCare No sms recieved,twitter,-1.0,Jio
438,"@sachinkumarsk22 Hi Sachin, we are here to assist you. Please be informed that the order has been on HOLD. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule – Benson",twitter,-1.0,Jio
439,"@sachinkumarsk22 Hi Sachin, our team is always here for you. As per your request order has been on HOLD. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule – Shirisha",twitter,-1.0,Jio
440,@JioCare ya ha hal jio ka na call na he customer care chutya bna raha ha dunya ka laken koe jvab nehi ha inka pass kab laga ga jio fiber ya bto bus tum log meerut ma be nehi laga pa raha ho tum log @zeenews https://t.co/NH1aeiDVXs,twitter,-1.0,Jio
441,@JioCare @narendramodi @RahulGandhi अगर बेटा के विवाह में खर्च बहुत हो गया हैं पैसा नहीं हैं तो भिख मांग लें लोगों कब तक लुटेगा,twitter,-1.0,Jio
442,@JioCare @narendramodi @RahulGandhi  आज installation कर नहीं तो Refund कर 3 दिन से तेरा कहानी सुन रहा हूं,twitter,-1.0,Jio
443,"@lalanlife Hi Lalan, we understand your concern. We have received a large number of bookings and have started installing JioAirFiber connections rapidly. We will contact you within the next few days with your appointment details. Please give us time till then – Shraddha",twitter,1.0,Jio
444,@JioCare Booking नहीं लेता जब दम न हो installation का क्यों लिया लगता हैं यही सब करके बेटा का विवाह किया हैं मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के लेगा,twitter,-1.0,Jio
445,"@lalanlife Hi Lalan, we completely understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Pawan",twitter,1.0,Jio
446,@JioCare मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के सिर्फ Booking लेता हैं Installation नहीं होता हैं मुझ से ₹1000 लिया हैं अभी ₹50 लें रहा हैं सिर्फ लुट कर खर्च निकाल रहा हैं,twitter,-1.0,Jio
447,"@lalanlife Hi Lalan, we understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Pawan  https://t.co/3LgXqjD03v",twitter,1.0,Jio
448,@JioCare अगर installation नहीं करना हैं तो Booking क्यों लिया लोगों को परेशान करने के लिए अब Sorry बोल रहे हो मुझे installation चाहिए तुम्हारी Sorry नहीं,twitter,-1.0,Jio
449,"@lalanlife Hi Lalan, we are here to help you. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Shraddha",twitter,1.0,Jio
450,"@JioCare This is 100% cheating, why I need to pay for the service that not provided?@TRAI for your attention.",twitter,-1.0,Jio
451,@JioCare I am looking for new connection,twitter,-1.0,Jio
452,"@manish6_ Hi Manish, this is not what we want you to experience. Please DM your JioFiber ID and RMN (Registered Mobile Number) for further assistance - Aahil https://t.co/3LgXqjD03v",twitter,-1.0,Jio
453,@JioCare Still no action taken to process refund @reliancejio,twitter,-1.0,Jio
454,@JioCare @reliancejio अगर installation तुम नहीं कर सकते हो तों Booking मत लो बंद करो Booking लोगों को लूटना बंद करो ये Freedom Offer चला कर .....,twitter,-1.0,Jio
455,"@lalanlife Hi Lalan, we understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Shraddha",twitter,1.0,Jio
456,"@anjanikantbansa Hi Anjani, we are here to assist you. Please be informed that the lead is on hold. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule - Benson",twitter,-1.0,Jio
457,@JioCare Shireen my side reschedule option not open,twitter,-1.0,Jio
458,@JioCare And when this ur happen soon is going to happen .it's already more than a week darling,twitter,1.0,Jio
459,@JioCare what is the purpose of placing the order in hold for more then 2 months and not returning my refund of  deposit Rs 1000. what is holding @reliancejio from processing my refund?,twitter,-1.0,Jio
460,"Be it on-field or on-stream, our Paltan is always a pro! 💙
Stream unlimited games on cloud with JioAirFiber.
Upgrade to JioAirFiber today: https://t.co/7nr99rQ0BW

#WithLoveFromJio #JioAirFiber #MumbaiMeriJaan #MumbaiIndians

@mipaltan https://t.co/M9S0ABH9Oh",twitter,-1.0,Jio
461,"@reliancejio @mipaltan This is utterly unacceptable &amp; infuriating. After countless followup calls &amp; messages Jio is  incompetent to provide the service. Its clear, Jio has no intention to install Air Fiber or to refund amount. I'm absolutely certain Jio is shamelessly robbing hardworking people's money",twitter,-1.0,Jio
462,"@reliancejio @mipaltan Hey @reliancejio @JioCinema @reliancegroup 

How much time will you take for installation. 

I submitted request on 5th August and delivered must be on 12th August. 

But didn't receive Air Fiber connection. https://t.co/NqyW47RSvs",twitter,-1.0,Jio
463,@reliancejio @mipaltan Please no Oder jio airfiber not installed in time,twitter,-1.0,Jio
464,"@reliancejio @mipaltan 5G speed Total disappointed can’t even browse mentioned address plz check the issue immediately -  23/B, 7th Main Rd, Revenue layout, 5th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085 @JioNews @JioChat",twitter,-1.0,Jio
465,@reliancejio @mipaltan I have asked many a times to cancel my booking LR000008Q7KE. It's been almost 40+ days. Please cancel the booking and refund the installation amount that I've paid.,twitter,-1.0,Jio
466,@reliancejio @mipaltan Fully paid but didn’t got device (air fiber ) I’ve bill and all told will come between 1800-20:30 two days back but no one came to install,twitter,-1.0,Jio
467,@reliancejio @mipaltan Improve the service and change the staff of JIO Ratnagiri..they’re good for nothing..they’re simply spoiling the reputation of the company..keep the staff who are honest,twitter,-1.0,Jio
468,"@reliancejio @mipaltan Really worst customer service, my broadband was not working last two days still i didn’t get proper resolution from your team, this is the way you are treating your customers really disappointed ☹️ Req id - SR000020X572",twitter,-1.0,Jio
469,"@reliancejio Worst network, my plan is valid till 1st sep but not able to use internet and calling and start getting message to recharge plan.. showing 5G but speed 2G..  upar se rates bhi bhada diye.. Mera plan 1st sep Tak he to calls kese band ki..",twitter,-1.0,Jio
470,"@reliancejio @mipaltan I have booked JIO airfibre vide booking ID LR000009TU0k, but my building neighbour has denied permission to install at the roof. So I called many times at jio helpline but all in vain. Kindly cancel my above order and refund my hard earned money.",twitter,-1.0,Jio
471,"@reliancejio @mipaltan Hi, I have taken Jio Fiber post paid connection 3 months back by paying advance for 3 months. But now I am asked to pay additional amount of Rs 239.54. Why do I have to pay extra??  Jio Number: 914953135318",twitter,-1.0,Jio
472,"@reliancejio @mipaltan Big no. 16 ppl responded, but without date and time, when engineer vl attend my problem. Today is 2nd day. Only general answer we understand...blaw...blaw...but no date and time.
@reliancejio
@jagograhakjago 
@TRAI",twitter,-1.0,Jio
473,"@reliancejio @mipaltan @JIOAIRFIBERIN
 Jio Air Fiber is a bad service, they do not provide any service. On request for poor internet connectivity No Solution Provided.
On asking the refund they cancel the connection without any refund of pre paid amount.

Poor Connectivity 
No Refund 
No Service",twitter,-1.0,Jio
474,"@reliancejio @JIOAIRFIBERIN
 Jio Air Fiber is a bad service, they do not provide any service. On request for poor internet connectivity No Solution Provided.
On asking the refund they cancel the connection without any refund of pre paid amount.

Poor Connectivity 
No Refund 
No Service",twitter,-1.0,Jio
475,@reliancejio @mipaltan Kb tak ye sb? https://t.co/1A94g0xSKn,twitter,-1.0,Jio
476,@reliancejio @mipaltan मैंने रिचार्ज किया वह अभी तक एक्टिवेट क्यों नहीं हुआ https://t.co/4fH70KGrPv,twitter,-1.0,Jio
477,"@reliancejio @mipaltan @reliancejio I paid advance of Rs 1000 many weeks ago for a new JioFibre connection in Bangalore. I was promised installation within 24 hrs or money back. Post that, I sent several reminder mails to customer care. Till date, installation has not happened nor the money refunded.",twitter,-1.0,Jio
478,"@reliancejio @mipaltan Arey bosdk worst network coverage in my location:Palasamudram, Kubera hills",twitter,-1.0,Jio
479,@reliancejio @mipaltan Don't trust JIO's OTT guarantee. They don't ever care for customers once you paid.,twitter,-1.0,Jio
480,"@reliancejio @mipaltan Don't buy jio air fiber....
Waste of money....
Internet not stable....
Network pe jada load perega to internet speed 3g jaisa ho jata hai...
Dont buying.",twitter,-1.0,Jio
481,@reliancejio @mipaltan Fraud and scammers!!,twitter,-1.0,Jio
482,"@reliancejio @mipaltan When I told you that the network is weak at my place, you always said that the network is good at your place, Jio airfiber installer came and told your team that the network here is weak, fix it only then airfiber will be installed, He felt that 30 Mbps speed was not achievable.",twitter,-1.0,Jio
483,@reliancejio @JioCare 11/08/24 को  Jio Air fiber Book किया आज Installation था 11:00 AM पर installation नहीं किया अभी Hold बता रहा हैं लगता हैं ₹1000 खाने का Plan हैं Jio वाले का..... https://t.co/k7Wthummb8,twitter,-1.0,Jio
484,@reliancejio @mipaltan @reliancejio आपका नेटवर्क हमारे कस्बे पिनगवां में सबसे खराब है जब तक लाईट आती है तक 50% सही चलाता अन्यथा 15 घण्टे आपका टॉवर बन्द रहता है,twitter,-1.0,Jio
485,@reliancejio @mipaltan 1000 GB data is very less.,twitter,-1.0,Jio
486,@reliancejio @mipaltan Wifi range serf ek room ka deta ho Sharm aata hai tum log ko,twitter,-1.0,Jio
487,@reliancejio @mipaltan Kuch karo sahi,twitter,-1.0,Jio
488,@reliancejio @mipaltan Itna rate bada diya ho,twitter,-1.0,Jio
489,@reliancejio https://t.co/S1AkzLmYeo,twitter,-1.0,Jio
490,@reliancejio @mipaltan Really worst service...i have been following up with the issue of my air fiber for the past 4 days. There is support from local customer service and even after raising a support case. Appointment has scheduled for today 11.00 AM. even after that there is no response. SR0000212FBS,twitter,-1.0,Jio
491,"@reliancejio @mipaltan Pehle data speed to thik kr.....
Ab bolega personal massage kro",twitter,-1.0,Jio
492,@reliancejio @mipaltan बड़ी उम्मीद लेकर मैं आपसे मदद मांगनी है और मुझे विश्वास है आप इन बच्चियों की मदद करोगे इन बच्चों की भविष्य का सवाल है यह बच्चियों रोज तीन किलोमीटर पैदल चलकर स्कूल जाती है वह भी 6 साल की बच्चियों वह भी सुनसान सड़क से किसी ने उनकी मदद नहीं कि,twitter,-1.0,Jio
493,@reliancejio @mipaltan Recharge ni krne pr direct calling off kro  baar baar call ni,twitter,-1.0,Jio
494,@reliancejio मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के सिर्फ Booking लेता हैं Installation नहीं होता हैं मुझ से ₹1000 लिया हैं अभी ₹50 लें रहा हैं सिर्फ लुट कर खर्च निकाल रहा हैं,twitter,-1.0,Jio
495,@reliancejio @mipaltan BSNL in Delhi https://t.co/JVO0b0Lrqp,twitter,-1.0,Jio
496,"@reliancejio @mipaltan If you are planning to book a Jio AirFiber, please don't. It is waste. All they want is money, once you book, you can't reach the customer service to know the status. All you get is your request is in progress.
No installation and no response.",twitter,-1.0,Jio
497,"@reliancejio @mipaltan I received msg booking Jio Fiber and paying 1000. Despite my booking,I received a message stating that I had been booked for Jio Air Fiber instead.Furthermore,I have not received any call for connection and there is no direct customer care team available to address my concerns.",twitter,-1.0,Jio
498,"@reliancejio @mipaltan Disappointed with your service, its been a month since I requested for a new connection for Air Fiber, even after making all the payments, there seems to be no service from your end, customer care is unreachable, and Jio representatives seems to be not interested.",twitter,-1.0,Jio
499,"@reliancejio @mipaltan In the name of giving Jio fiber in the freedom offer, they are taking payment of Rs. 1000 without checking the 4G or 5G site. When the technician comes and sees that it is a 4G site, they put the order on hold. Rs. 1000 not giving refund. Order ID: LR000009CVTD @TRAI @DARPG_GoI",twitter,-1.0,Jio
500,@reliancejio @mipaltan https://t.co/MqbfOIvGYJ #jioscam #fraud,twitter,-1.0,Jio
501,@reliancejio @mipaltan 1000 rupay wapas kar do jiofiber booking ke 29 July ko order Kiya hai abhi order hold show kar raha hai bas,twitter,-1.0,Jio
502,@reliancejio @mipaltan Mera Jio air fiber Abhi tak Installation Kiyu Nahi huya ???? 9 August 4:00Pm to 5:00pm schedule time tha phir bhi installation Kiyu nahi huya ????,twitter,-1.0,Jio
503,"@reliancejio @mipaltan Hi @reliancejio a very bad service from your side. My Plan was 239 Rs.For 22 days 1.5 GB per day. 
But today I have just used 40 MB in the morning and soon I have received a text message that 100% data was completed.I want my data back. Better to change  to other service provider",twitter,-1.0,Jio
504,"@reliancejio @mipaltan Hi Jio team

I am located at Bangalore and took jio airfiber connection in June 2024
And facing slow speed issue from day one nobody is taking care to resolve the issue now service engineers are saying no 5g in the area while booking connection they told we have feasibility",twitter,-1.0,Jio
505,"@reliancejio @mipaltan #Jio #AirFiber Freedom offer is like #Freedom251 offer. They will say your area is serviceable and after getting the amount they say it's unserviceable and no refund. What a nostalgic moment ..
@reliancejio @JioCare https://t.co/acUEluUcge",twitter,-1.0,Jio
506,@reliancejio @mipaltan Trying to contect wherever possible https://t.co/EaZuef7LwA,twitter,-1.0,Jio
507,"@reliancejio @mipaltan Jio fiber really very disappointed with Internet speed &amp; support no response from jio care &amp; engineer visit only making
Fool to customers.31 days i install  facing speed problem from the day of installation. I have no option because i pay amount 
Close my problem without solution https://t.co/6vtLn2lcyF",twitter,-1.0,Jio
508,@reliancejio @mipaltan @JioCare UNACCEPTABLE SERVICE! 15+ days &amp; still no refund for my cancelled JioFiber order! Same automated responses! Ready to take this to @consumercourt &amp; social media! Need a senior manager to intervene ASAP! #JioFiber #RefundIssue #PoorService,twitter,-1.0,Jio
509,"@reliancejio @mipaltan Hello Jio stupidest,fools and non sense. Do you have a sense or not.where is my money rs 1000 7 months gone why are you holding my money.Are you doing business or cheating others money.Without providing service why are you holding it off Day by day I am frustrated . https://t.co/RMcpNBBCrb",twitter,-1.0,Jio
510,"@reliancejio @mipaltan Reliance jeo हमारी securty refund क्यो नही कर रही क्या भारत सरकार ने इन चोरो को गरीब जनता को लूटने का ठेका दे रखा है 
इन चोरो पर कोई कार्यबाई करेगी सरकार @PMOIndia @RIL_Updates @reliancejio",twitter,-1.0,Jio
511,"@JioCare I got the same reply, multiple times with no changes in the order. At-least use human executive to answer instead of bots. Really disappointed in Jio with AirFiber related services.",twitter,-1.0,Jio
512,@JioCare No DM now. Jio team is been fooling for last couple of days,twitter,-1.0,Jio
513,@JioCare Haven't received anything yet. Its been almost 2 weeks now. I believe Jio is doing this intentionally.,twitter,-1.0,Jio
514,"@rachitagupta87 Hi Rachita, we understand your concern. As checked, a new appointment is being assigned for your JioFiber/Jio AirFiber5G Installation visit. You will shortly receive an SMS with the Appointment details. You can also check the lead status by visiting (1/2)",twitter,-1.0,Jio
515,"@JioCare @suchetadalal Madam, 

This is what my personal experiance from @JioCare Where they cannot even notify the timelines to resolve the airfiber issue. Can you please create awareness to larger audiance.",twitter,1.0,Jio
516,"@JioCare For the past few days, it is in process only. 
1. There were no timelines set. 
2. Multiple times appointments got rescheduled. 
3. Had multiple calls with customer care, no resolution. One word, ""sorry for the inconvenience""
4. No proper forum to esaclate higher authority.",twitter,-1.0,Jio
517,"@JioCare @TRAI @MIB_India @DoT_India 
Under TRAI Act Sec 29 &amp; 33, and DoT rules, service providers must provide accurate timelines for issue resolution. Based on the misinformation, @DoT_India, @TRAI, @MIB_India should add penalties and need to take stringint action.
Is there any mechanism following?",twitter,-1.0,Jio
518,"@JioCare Now this is what showing in the app. Is it 03:00 PM now? 
@TRAI @MIB_India Can you please look into it. 
As there is no proper information to customer regarding the timelines and giving false information to resolve the issue. Its not at all acceptable. https://t.co/XYWzfgyTeh",twitter,-1.0,Jio
519,@JioCare This is the timeline which shown till few hours back. But no one visited. And no proper response. Where exactly it stucked. https://t.co/4mWaUwCBeJ,twitter,-1.0,Jio
520,"@JioCare This is what happening from last few days and no response. Atleast you guys are not in a position to tell the timelines for resolving the issue. Whenever i called, customer care telling, issue will be resolved and raising new tickets https://t.co/r3I1U7Fd5H",twitter,-1.0,Jio
521,"@JioCare There is no proper timeline, when you guys are gonna come and fix this. Whenever i tried to call customer care, they keep on telling that, service engineer will come in 30 mins. Till now no one came to fix the issue. 
Even i visited jio store, they are careless and not answering",twitter,-1.0,Jio
522,"@JioCare You guys are focusing on installation. But not on the service. 
When i have asked for an installation, you guys came within hours. And i promoted jio to install for other 5 accounts. 
But now for service its already been 5 days. No single update regarding the resolution.",twitter,-1.0,Jio
523,"@JioCare It has been scheduled for 02:00 to 03:00 PM. 
But, no one reached till now. Its already 03:00 PM. And there is no call or message.",twitter,-1.0,Jio
524,"@JioCare I dont want any apologies. 
Will you be able to provide resolution or not? 
As you are not updating any timelines for resolution.
Till now no one reached out to me regarding the issue. And you are telling it will resolve the issue.",twitter,-1.0,Jio
525,"@thennarasu51902 Hi, we regret the delay caused to you. We want to inform you that the installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We will get in touch with you once it is ready for installation - Pawan  https://t.co/3LgXqjD03v",twitter,-1.0,Jio
526,"@thennarasu51902 Hi, we do understand your concern. Please be informed, your JioAirFiber request has been kept on HOLD due to technical reason and our team is working on the same, you will receive an SMS on your registered mobile number with further status - Dipesh",twitter,-1.0,Jio
527,@JioCare मुझे ये बताओ की आपका सिम बिना रिचार्ज किए कितने दिन तक रख सकते हैं 90 दिन है न?,twitter,-1.0,Jio
528,@JioCare Khud hi register kro UCC sara details bhej rha hu. Ya number DM me hai call hi kar lo.  Fir v dekhna UCC invalid aa jayega. Problem resolve nhi krna hai bas mental harass krna hai,twitter,-1.0,Jio
529,@JioCare Ha to dekho is header me kese pura messages jayega.. Itna restrictions lga rkha hai... Even tmhare representative v complain lete hai UCC ka use v invalid bta diya jata hai. Sara details to bhej hi diya hai... Khud ek bar kar ke dekh lo... Problem resolve krna hai ya bas u hi. https://t.co/HVDs8q1IQk,twitter,-1.0,Jio
530,"@PushkarPratap69 Hi Pratap, we are here to assist you. Jio is contacting you to provide assistance regarding recharge on your Jio number as you could be facing some difficulty to recharge your Jio number - Sneha 

 https://t.co/3LgXqjD03v",twitter,1.0,Jio
531,"@reliancejio @mipaltan +91 88877 35580 this number is spamming me back to back for recharge and saying your number gonna turn off if you not recharging is there official number of @reliancejio
If they are not your number then please don't spam or block this number...",twitter,-1.0,Jio
532,@reliancejio @mipaltan Kb tak? https://t.co/DRRMv2kMBA,twitter,-1.0,Jio
533,"@reliancejio @mipaltan सर,बिहार के औरंगाबाद जिले के जम्होर में जियो का नेटवर्क कई दिन से डिस्टर्ब है, जिससे हम सभी रिटेलर्स काफी परेशान है,सर से निवेदन है कि इस समस्या का समाधान जल्द से जल्द किया जाए",twitter,-1.0,Jio
534,@reliancejio @mipaltan #BanJioFibre #JioFiberFail #PoorService,twitter,-1.0,Jio
535,@reliancejio @mipaltan I have been getting the same reply from past one month,twitter,-1.0,Jio
536,"@JioCare Scheduled for today 10 to 11 AM. Its 3 PM NOW. But, till now no one approached or no update. Wether issue will be resolved or not.",twitter,-1.0,Jio
537,@reliancejio @mipaltan Very very third class service please not installed this gatiya,twitter,-1.0,Jio
538,@JioCare Sara details v UCC me shi do fir v invalid bta deta hai. Sim mujhe change krna pda presan hokar. New sim me v esa hi ho rha. Other operator use kar rha usme to esa nhi hota. Had kar rkha hai...,twitter,-1.0,Jio
539,@JioCare Valid sms header kese de koi. Kitna restrictions lga rkha hai. Wese v DM me sara messages bhej diya hai. Old jio number pe jb restrictions nhi tha fir v invalid bta deta tha.. Even aapke representative v krte the tb v https://t.co/WT31W7jp95,twitter,-1.0,Jio
540,Good ,survey,1.0,Jio
541,Could be better,survey,-1.0,Jio
542,It was good ,survey,1.0,Jio
543,Not great,survey,-1.0,Jio
544,Good,survey,1.0,Jio
545,Worth it,survey,1.0,Jio
546,Nice,survey,1.0,Jio
547,💪👍,survey,-1.0,Jio
548,It’s good ,survey,1.0,Jio
549,Very good,survey,1.0,Jio
550,"Since it's updated version of 4g, 5g is comparatively good. There are few drawbacks too.",survey,1.0,Jio
551,Average,survey,1.0,Jio
552,Good ,survey,1.0,Jio
553,Going ok so far having having network issues on and off,survey,1.0,Jio
554,Good ,survey,1.0,Jio
555,Good ,survey,1.0,Jio
556,It’s decent.,survey,1.0,Jio
557,Good,survey,1.0,Jio
558,Good,survey,1.0,Jio
559,Fine,survey,1.0,Jio
560,Good,survey,1.0,Jio
561,Nice,survey,1.0,Jio
562,Good ,survey,1.0,Jio
563,Fine ,survey,1.0,Jio
564,It's low at some areas of college ,survey,-1.0,Jio
565,Overall Good But need improvement in rural area ,survey,1.0,Jio
566,Iam not getting 5g coverage everywhere,survey,-1.0,Jio
567,It is not covered to everywhere ,survey,-1.0,Jio
568,Very bad ,survey,-1.0,Jio
569,Very much,survey,1.0,Jio
570,It gets fluctuated on the basis of location Like college and hostel.,survey,-1.0,Jio
571,it is worst all the time,survey,-1.0,Jio
572,irritating bro,survey,-1.0,Jio
573,tooo bad ,survey,-1.0,Jio
574,no 5g bro it is big scam,survey,-1.0,Jio
575,ok ok ,survey,1.0,Jio
576,"I’m impressed with the quick downloads on 5G, but the connection can be unstable at times.",survey,-1.0,Jio
577,"5G is amazing for video streaming, but I wish the signal was stronger in my area.",survey,-1.0,Jio
578,Fairly good,survey,1.0,Jio
579,Could improve in some areas,survey,1.0,Jio
580,Decent experience,survey,1.0,Jio
581,Generally positive,survey,1.0,Jio
582,Not perfect,survey,-1.0,Jio
583,Adequate service,survey,1.0,Jio
584,Solid performance,survey,1.0,Jio
585,Limited availability,survey,-1.0,Jio
586,Speed is acceptable,survey,1.0,Jio
587,"Great in some places, but not as good as 4G",survey,-1.0,Jio
588,"Excellent most of the time, but occasional issues when traveling",survey,1.0,Jio
589,Good experience overall,survey,1.0,Jio
590,No 5G support on my device,survey,-1.0,Jio
591,Pretty solid overall.,survey,1.0,Jio
592,"Decent service, but room for improvement.",survey,-1.0,Jio
593,Worth the investment.,survey,1.0,Jio
594,Limited availability in some regions.,survey,-1.0,Jio
595,"Overall good, though occasional hiccups",survey,1.0,Jio
596,"Decent service, though it could be more consistent.",survey,1.0,Jio
597,Reliable enough,survey,1.0,Jio
598,"Overall, it’s been a positive experience.",survey,1.0,Jio
599,"Works well most of the time, but not perfect.",survey,-1.0,Jio
600,"Generally good, with occasional hiccups.",survey,1.0,Jio
601,"Satisfying for everyday use, but not exceptional.",survey,1.0,Jio
602,"Good quality, but sometimes slower than expected.",survey,1.0,Jio
603,"Mostly good, but can be unreliable in some areas.",survey,1.0,Jio
604,Could be better.,survey,-1.0,Jio
605,Works well most of the time.,survey,1.0,Jio
606,"Not bad, but slow at times.",survey,-1.0,Jio
607,Satisfying but has occasional issues.,survey,1.0,Jio
608,"Generally reliable, but has its moments.",survey,1.0,Jio
609,"Fast enough, but coverage varies.",survey,1.0,Jio
610,Works well in some areas.,survey,1.0,Jio
611,Service is acceptable but not great.,survey,-1.0,Jio
612,"Mostly good, but has outages.",survey,-1.0,Jio
613,"Decent service, though sometimes slow.",survey,1.0,Jio
614,"Satisfactory overall, with occasional issues.",survey,1.0,Jio
615,"Good, but not exceptional.",survey,1.0,Jio
616,"Pretty solid, but could use improvement.",survey,1.0,Jio
617,"Service is fine, but could be faster.",survey,-1.0,Jio
618,"Works well, but has coverage gaps.",survey,-1.0,Jio
619,"Good service, though sometimes slow.",survey,1.0,Jio
620,"Reliable enough, but with occasional issues.",survey,-1.0,Jio
621,"Works well, though not always fast.",survey,1.0,Jio
622,"Good quality, but coverage can be limited.",survey,1.0,Jio
623,"Works well, but with occasional hiccups.",survey,-1.0,Jio
624,"Generally solid, ",survey,1.0,Jio
625,"Good for the most part, with occasional problems.",survey,1.0,Jio
626,"Works well most of the time, but not always.",survey,1.0,Jio
627,"Decent quality, but can be inconsistent.",survey,1.0,Jio
